    
//  当前接口：http://ok.zoho.to/i/?T=钉钉直播QQ群1020994020
//  欢迎加入肥羊影音数码综合交流群：https://t.me/feiyangdigital
//  奈飞、YouTuBe、HBO、Disney、ChatGPT、Apple TV、家庭影音搭建必备品：https://hezu.v1.mk





港澳频道-,#genre#
FC2PPV-1209497,https://aosikazy12.com/20220929/fZRAfak2/index.m3u8
FC2PPV-1209497,https://vod3.ttbfp5.com/20230402/EUbfgV6c/index.m3u8
FC2PPV-1234159,https://vip1.slbfsl.com/20220818/z1FkVV7t/index.m3u8
FC2PPV-1234159,https://aosikazy12.com/20220929/P1m6seTJ/index.m3u8
FC2PPV-1234159,https://vod3.ttbfp5.com/20230407/3NG1sXSc/index.m3u8
FC2PPV-1235208,https://vip1.slbfsl.com/20220818/wKqrwRYW/index.m3u8
FC2PPV-1235208,https://aosikazy12.com/20220929/rj4PbLyx/index.m3u8
FC2PPV-1235208,https://vod3.ttbfp5.com/20230409/30J30YY5/index.m3u8
FC2PPV-1233127,https://vip1.slbfsl.com/20220818/eOBgHfNC/index.m3u8
FC2PPV-1233127,https://aosikazy12.com/20220929/xzqHbBbx/index.m3u8
FC2PPV-1233127,https://vod3.ttbfp5.com/20230406/Xn7E2mh1/index.m3u8
FC2PPV-1244192,https://vip1.slbfsl.com/20220818/xJpsYKK4/index.m3u8
FC2PPV-1244192,https://aosikazy12.com/20220929/WTtT2ICa/index.m3u8
FC2PPV-1244192,https://vod3.ttbfp5.com/20230411/OdUhWN5n/index.m3u8
Carib,https://vip1.slbfsl.com/20220818/896qr1Ca/index.m3u8
Carib,https://aosikazy12.com/20220929/qBfKIGlH/index.m3u8
Carib,https://vod3.ttbfp5.com/20230330/hxtmPwND/index.m3u8
FC2PPV-1244023-B,https://vip1.slbfsl.com/20220818/iSqGqMOq/index.m3u8
FC2PPV-1244023-B,https://aosikazy12.com/20220929/F0gsM3Hk/index.m3u8
FC2PPV-1244023-B,https://vod3.ttbfp5.com/20230410/38Jr4L7V/index.m3u8
FC2PPV-1244888,https://vip1.slbfsl.com/20220818/6v5viS8G/index.m3u8
FC2PPV-1244888,https://aosikazy12.com/20220929/mzDq7pSr/index.m3u8
FC2PPV-1244888,https://vod3.ttbfp5.com/20230412/taINLpXh/index.m3u8
FC2PPV-1244023-A,https://vip1.slbfsl.com/20220818/DOyyD9vC/index.m3u8
FC2PPV-1244023-A,https://aosikazy12.com/20220929/QfdZvXZs/index.m3u8
FC2PPV-1244023-A,https://vod3.ttbfp5.com/20230410/9CcaVMO5/index.m3u8
FC2PPV-1227537,https://vip1.slbfsl.com/20220818/wQaffIIT/index.m3u8
FC2PPV-1227537,https://aosikazy12.com/20220929/99uaLZEd/index.m3u8
FC2PPV-1227537,https://vod3.ttbfp5.com/20230403/9ZA11t0G/index.m3u8
Carib,https://vip1.slbfsl.com/20220818/HLkXJd7o/index.m3u8
Carib,https://aosikazy12.com/20220929/jt2OURx0/index.m3u8
Carib,https://vod3.ttbfp5.com/20230401/jJVKkGBF/index.m3u8
FC2PPV-1245021,https://vip1.slbfsl.com/20220818/wvmfRxZw/index.m3u8
FC2PPV-1245021,https://aosikazy12.com/20220929/poMR0VKC/index.m3u8
FC2PPV-1245021,https://vod3.ttbfp5.com/20230412/Y65pU30c/index.m3u8
FC2PPV-1229261,https://vip1.slbfsl.com/20220818/oCka9GDh/index.m3u8
FC2PPV-1229261,https://aosikazy12.com/20220929/IelVCuus/index.m3u8
FC2PPV-1229261,https://vod3.ttbfp5.com/20230404/AaX2MUkx/index.m3u8
FC2PPV-1244347,https://vip1.slbfsl.com/20220818/vTqNs56h/index.m3u8
FC2PPV-1244347,https://aosikazy12.com/20220929/xOEwwZw9/index.m3u8
FC2PPV-1244347,https://vod3.ttbfp5.com/20230411/5RhbaZPi/index.m3u8
FC2PPV-1233719,https://vip1.slbfsl.com/20220818/4hCtyK68/index.m3u8
FC2PPV-1233719,https://aosikazy12.com/20220929/clsIGcA4/index.m3u8
FC2PPV-1233719,https://vod3.ttbfp5.com/20230407/SCae4VCu/index.m3u8
FC2PPV-1233392,https://vip1.slbfsl.com/20220818/4sh8OxxN/index.m3u8
FC2PPV-1233392,https://aosikazy12.com/20220929/rJT4uh5c/index.m3u8
FC2PPV-1233392,https://vod3.ttbfp5.com/20230406/srKPUw1I/index.m3u8
FC2PPV-1232628,https://vip1.slbfsl.com/20220818/QoFcMVGK/index.m3u8



